2026-05-20 13:32:11 | INFO     | pytest | Starting browser: edge
2026-05-20 13:32:13 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-20 13:32:23 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260520_133221.png
2026-05-20 13:32:23 | INFO     | e2e | Opening login popup from home page.
2026-05-20 13:32:24 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260520_133223.png
2026-05-20 13:32:24 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-20 13:34:16 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260520_133415.png
2026-05-20 13:34:16 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-20 13:34:22 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260520_133418.png
2026-05-20 13:36:21 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260520_133618.png
2026-05-20 13:36:22 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260520_133621.png
2026-05-20 13:36:22 | INFO     | pytest | Closing browser after test execution
