2026-05-18 15:32:10 | INFO     | pytest | Starting browser: edge
2026-05-18 15:32:12 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-18 15:32:19 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260518_153219.png
2026-05-18 15:32:19 | INFO     | e2e | Opening login popup from home page.
2026-05-18 15:32:21 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260518_153220.png
2026-05-18 15:32:21 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-18 15:33:31 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260518_153331.png
2026-05-18 15:33:31 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-18 15:33:37 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260518_153336.png
2026-05-18 15:34:16 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260518_153416.png
2026-05-18 15:34:17 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260518_153417.png
2026-05-18 15:34:58 | ERROR    | pytest | Test failed. Screenshot saved: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\tests_test_login.py_TestLogin_test_login_dialog_opens_20260518_153458.png
2026-05-18 15:35:37 | ERROR    | pytest | Test failed. Screenshot saved: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\tests_test_login.py_TestLogin_test_user_can_start_login_flow_20260518_153536.png
2026-05-18 15:36:46 | INFO     | pytest | Closing browser after complete test session
