2026-05-19 14:28:34 | INFO     | pytest | Starting browser: edge
2026-05-19 14:28:36 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-19 14:28:43 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260519_142843.png
2026-05-19 14:28:43 | INFO     | e2e | Opening login popup from home page.
2026-05-19 14:28:45 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260519_142844.png
2026-05-19 14:28:45 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-19 14:29:56 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260519_142955.png
2026-05-19 14:29:56 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-19 14:30:02 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260519_143000.png
2026-05-19 14:32:02 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260519_143201.png
2026-05-19 14:32:03 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260519_143203.png
2026-05-19 14:32:03 | INFO     | pytest | Closing browser after complete test session
