2026-05-20 14:49:14 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-20 14:49:22 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260520_144921.png
2026-05-20 14:49:22 | INFO     | e2e | Opening login popup from home page.
2026-05-20 14:49:23 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260520_144923.png
2026-05-20 14:49:23 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-20 14:50:54 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260520_145053.png
2026-05-20 14:50:54 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-20 14:51:06 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260520_145105.png
2026-05-20 14:52:54 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260520_145253.png
2026-05-20 14:52:55 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260520_145255.png
