2026-05-19 20:39:39 | INFO     | pytest | Starting browser: edge
2026-05-19 20:39:42 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-19 20:39:48 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260519_203948.png
2026-05-19 20:39:48 | INFO     | e2e | Opening login popup from home page.
2026-05-19 20:39:49 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260519_203949.png
2026-05-19 20:39:49 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-19 20:40:59 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260519_204059.png
2026-05-19 20:40:59 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-19 20:41:03 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260519_204100.png
2026-05-19 20:41:55 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260519_204154.png
2026-05-19 20:41:57 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260519_204156.png
2026-05-19 20:41:57 | INFO     | pytest | Closing browser after complete test session
