2026-05-18 17:16:14 | INFO     | pytest | Starting browser: edge
2026-05-18 17:16:16 | INFO     | e2e | Opening home page for end-to-end flow: https://www.99acres.com/
2026-05-18 17:16:24 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_01_home_page_opened_20260518_171623.png
2026-05-18 17:16:24 | INFO     | e2e | Opening login popup from home page.
2026-05-18 17:16:26 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_02_login_popup_opened_20260518_171625.png
2026-05-18 17:16:26 | INFO     | e2e | Entering mobile number and pausing for manual OTP entry.
2026-05-18 17:17:37 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_03_after_manual_otp_pause_20260518_171737.png
2026-05-18 17:17:37 | INFO     | e2e | Searching properties for location: Mumbai
2026-05-18 17:17:44 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_04_mumbai_results_loaded_20260518_171743.png
2026-05-18 17:18:27 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_05_filters_applied_20260518_171827.png
2026-05-18 17:18:28 | INFO     | e2e | Captured E2E step screenshot: C:\Users\bkavi\OneDrive\Desktop\Wipro Project\screenshots\e2e_06_e2e_flow_completed_20260518_171828.png
2026-05-18 17:18:28 | INFO     | pytest | Closing browser after complete test session
