2026-05-20 13:32:13 | INFO     | HomePage | Opening URL: https://www.99acres.com/
2026-05-20 13:32:18 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 13:32:21 | INFO     | HomePage | Clicked available locator: ('xpath', "//button[normalize-space()='Okay' or normalize-space()='OK']")
2026-05-20 13:32:21 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 13:32:23 | INFO     | HomePage | Hovered on login icon: ('xpath', "//i[contains(@class,'icon_userWhite') and contains(@class,'theader__dot')]")
2026-05-20 13:32:23 | INFO     | HomePage | Clicked available locator: ('xpath', "//*[contains(text(),'LOGIN / REGISTER') or contains(text(),'Login / Register') or contains(text(),'LOGIN/REGISTER') or contains(text(),'Login/Register')]")
2026-05-20 13:32:24 | INFO     | LoginPage | Entering mobile number using locator: ('xpath', "//input[@data-for='phnNumber']")
2026-05-20 13:32:30 | INFO     | LoginPage | Clicked available locator: ('xpath', "//button[normalize-space()='Continue']")
2026-05-20 13:32:35 | INFO     | LoginPage | Mobile number submitted. Pausing for 60 seconds to allow manual OTP entry. No further actions will run during this wait.
2026-05-20 13:33:35 | INFO     | LoginPage | Manual OTP wait completed. Verifying whether login has completed successfully.
2026-05-20 13:33:35 | INFO     | LoginPage | Login success confirmed. Waiting 40 seconds for the post-login page to stabilize.
2026-05-20 13:34:15 | INFO     | LoginPage | Page loaded completely: https://www.99acres.com/
2026-05-20 13:34:15 | INFO     | LoginPage | Post-login stabilization wait completed. E2E flow can continue.
2026-05-20 13:34:18 | INFO     | HomePage | Clicked available locator: ('xpath', "//*[@id='suggestions_custom']/li[@title='Mumbai']")
2026-05-20 13:34:18 | INFO     | HomePage | Clicked available locator: ('xpath', '//*[@id="searchform_search_btn"]')
2026-05-20 13:34:18 | INFO     | HomePage | Page loaded completely: https://www.99acres.com/
2026-05-20 13:34:23 | INFO     | SearchResultsPage | Clicked available locator: ('xpath', '/html/body/div[1]/div/div/div[4]/div[2]/div/div[2]/div/div[2]/div/div[1]')
2026-05-20 13:34:28 | INFO     | SearchResultsPage | Clicked available locator: ('xpath', '//*[@id="lf_budget_min_list"]/li[5]')
2026-05-20 13:34:40 | INFO     | SearchResultsPage | Requested max-budget dropdown XPath was unavailable; using visible max-budget control.
